Room Id:, 621fb727be56c320f15c008f
Started At:, 3/2/2022, 1:27:53 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#F2E039","ANONYMIZED",,"2CC1562461956883759","Human"
"#47B944","ANONYMIZED",,"2CC4553568965790249","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:29:53 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F2E039","test test test"
"3/2/2022, 1:30:02 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#47B944","it sounds like you're doing a test"
"3/2/2022, 1:30:08 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F2E039","yes I am"
"3/2/2022, 1:30:13 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#47B944","what are you testing?"
"3/2/2022, 1:30:17 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F2E039","just stuff"
"3/2/2022, 1:30:22 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#47B944","cool cool cool"
"3/2/2022, 1:30:31 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F2E039","Let's hope the trascript of this chat gets saved!"
"3/2/2022, 1:30:34 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#47B944","yeah!"

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbac4be56c320f15c009a
Started At:, 3/2/2022, 1:44:09 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#9C13C9","ANONYMIZED",,"2CC1297163677154047","Human"
"#9E0867","ANONYMIZED",,"2CC2455243489030310","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:44:54 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9C13C9","I think that republicans are more hypocritical because they just cause way too much problems and are not as nice as democrats. "
"3/2/2022, 1:45:11 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9E0867","Okay, this is kind of difficult because I have to think of specific examples, probably. I want to say they both have a fair share of hypocrisy but my bias says... Republicans, probably. I think mostly in terms of like, pro-life stuff, stuff like that."
"3/2/2022, 1:45:22 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9E0867","Yeah, I agree they tend to not be as nice or as open-minded in general."
"3/2/2022, 1:46:16 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9E0867","Like, I have relatives that are Republican and I find that their viewpoints don't even really make sense to me, like they seem really intelligent and then will have a bogus reason for not being vaccinated."
"3/2/2022, 1:46:18 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9C13C9","They cause so much problems to the United States and they divide the nation in my opinion."
"3/2/2022, 1:46:24 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9E0867","Agreed."
"3/2/2022, 1:46:42 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9C13C9","Same here"
"3/2/2022, 1:47:14 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9E0867","Nice chatting with you :)"
"3/2/2022, 1:47:20 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#9C13C9","Same with you!!"

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb09be56c320f15c009d
Started At:, 3/2/2022, 1:44:28 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#CAD7CD","ANONYMIZED",,,"Human"
"#CEC093","ANONYMIZED",,"2CC828534174155601","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:45:11 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#CEC093","Democrats are more hypocritical. All they want to do is spend money but they also want to pay less in taxes."
"3/2/2022, 1:45:30 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#CEC093","I don't know where they think the money to fund social programs and infrastructure will come from."
"3/2/2022, 1:45:41 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#CEC093","It can only come from ordinary people and their taxes."
"3/2/2022, 1:45:56 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#CEC093","What do you think?"
"3/2/2022, 1:47:53 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#CEC093","They always say that they feel bad for undocumented people but don't want to help them financially."
"3/2/2022, 1:48:23 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#CEC093","They get so outraged when crimes happen against minorities but want to defend the police."

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb1cbe56c320f15c00a0
Started At:, 3/2/2022, 1:44:50 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#AC0DF2","ANONYMIZED",,"2CC4022748558381733","Human"
"#363077","ANONYMIZED",,"2CC2049598000426209","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:45:33 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#363077","Well I kind of feel like this is leaning a certain way."
"3/2/2022, 1:45:47 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#AC0DF2","Hello. I don't know that one party has a monopoly on hypocrisy but I seem to notice it more on the Republican side. What do you think?"
"3/2/2022, 1:46:06 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#363077","Yes, while I wouldn't say anyone is immune, it would have to be them"
"3/2/2022, 1:46:33 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#363077","The party of ""we want civility but don't have to give any"""
"3/2/2022, 1:47:16 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#363077","Like the part of always talking up the troops and then booing them and cutting health care, or pledging allegiance to someone who does"
"3/2/2022, 1:47:35 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#363077","Or the idea of freedom of religion being used as a bludgeon to force religion on others"
"3/2/2022, 1:47:53 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#363077","Or the idea of having more and more kids but less and less attention given to them"
"3/2/2022, 1:48:15 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#AC0DF2","I agree. The first thing that comes to mind for me is the argument that compulsory vaccinations are wrong because the government shouldn't control our bodies, yet they never seem to notice a contradiction with their views on abortion rights."

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb24be56c320f15c00a3
Started At:, 3/2/2022, 1:45:03 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#653078","ANONYMIZED",,"2CC3293542019689391","Human"
"#3334F2","ANONYMIZED",,"2CC2480976324848190","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:45:18 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","Hello! "
"3/2/2022, 1:45:21 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","How are you?"
"3/2/2022, 1:45:31 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3334F2","Hi, I'm good. How about you?"
"3/2/2022, 1:45:38 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","Great! How would you answer the question above?"
"3/2/2022, 1:46:26 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3334F2","I would say Republicans tend to be more hypocritical than Democrats."
"3/2/2022, 1:46:35 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","Personally, I think both can be pretty hypocritical, but I also think that Republicans are more hypocritical."
"3/2/2022, 1:46:43 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","Take for example, the issue of abortion. "
"3/2/2022, 1:47:12 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","In general, Republicans want to protect the baby's life. However, when the mother's life is at stake, that doesn't really matter so much to them. That doesn't sound very pro-life to me."
"3/2/2022, 1:47:14 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#653078","Your thoughts?"

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb3dbe56c320f15c00a9
Started At:, 3/2/2022, 1:45:24 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#73C579","ANONYMIZED",,"2CC2192470021520540","Human"
"#250707","ANONYMIZED",,"2CC966741630248170","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:45:47 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","I definitely think Democrats are more hypocritical."
"3/2/2022, 1:45:57 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","I'm curious as to why"
"3/2/2022, 1:46:21 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","With Republicans, at least you know that they're mostly corrupt.  Democrats that are corrupt are rather sneaky about it."
"3/2/2022, 1:46:37 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","When I think of Republicans I think of a group that claims to be God-centered and Christlike, and then pushes policies that are the opposite of what Christianity teachers."
"3/2/2022, 1:47:00 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","Let's hear more about this sneaky corruption... "
"3/2/2022, 1:47:10 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","I also agree with that."
"3/2/2022, 1:47:12 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","should say what Christianity teaches**"
"3/2/2022, 1:47:31 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","Too many Republicans are fanatical Christians."
"3/2/2022, 1:47:40 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","I mean I definitely think Democrats have their own set of issues -- most of them being we are more talk and less action"
"3/2/2022, 1:48:05 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","But overall I'd say saying one thing and doing another, as the GOP does, is worse "
